NAME,YEAR,LSAD,CENSUS2010POP,ESTIMATESBASE2010,POPESTIMATE,NPOPCHG,BIRTHS,DEATHS,NATURALINC,INTERNATIONALMIG,DOMESTICMIG,NETMIG,RESIDUAL
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Metropolitan Statistical Area,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Medford OR 2010,2010,Metropolitan Statistical Area,203206,203206,203421,215,587,542,45,31,156,187,-17
Memphis TN-MS-AR 2010,2010,Metropolitan Statistical Area,1324829,1324829,1326580,1751,4721,2543,2178,363,-788,-425,-2
Merced CA 2010,2010,Metropolitan Statistical Area,255793,255798,256731,933,973,433,540,72,317,389,4
Miami-Fort Lauderdale-West Palm Beach FL 2010,2010,Metropolitan Statistical Area,5564635,5566299,5586506,20207,16638,11329,5309,13978,948,14926,-28
Fort Lauderdale-Pompano Beach-Deerfield Beach FL 2010,2010,Metropolitan Division,1748066,1748148,1753576,5428,5401,3739,1662,3400,426,3826,-60
Miami-Miami Beach-Kendall FL 2010,2010,Metropolitan Division,2496435,2498017,2508689,10672,7818,4335,3483,8946,-1768,7178,11
West Palm Beach-Boca Raton-Delray Beach FL 2010,2010,Metropolitan Division,1320134,1320134,1324241,4107,3419,3255,164,1632,2290,3922,21
Michigan City-La Porte IN 2010,2010,Metropolitan Statistical Area,111467,111467,111421,-46,303,227,76,4,-129,-125,3
Midland MI 2010,2010,Metropolitan Statistical Area,83629,83629,83664,35,223,139,84,32,-84,-52,3
Midland TX 2010,2010,Metropolitan Statistical Area,141671,141674,141798,124,567,246,321,25,-218,-193,-4
Milwaukee-Waukesha-West Allis WI 2010,2010,Metropolitan Statistical Area,1555908,1555954,1556535,581,4954,3193,1761,438,-1590,-1152,-28
Minneapolis-St. Paul-Bloomington MN-WI 2010,2010,Metropolitan Statistical Area,3348859,3348857,3355105,6248,11242,5020,6222,2294,-2318,-24,50
Missoula MT 2010,2010,Metropolitan Statistical Area,109299,109299,109425,126,293,214,79,24,22,46,1
Mobile AL 2010,2010,Metropolitan Statistical Area,412992,413143,413432,289,1453,951,502,154,-363,-209,-4
Modesto CA 2010,2010,Metropolitan Statistical Area,514453,514451,515283,832,1892,920,972,218,-365,-147,7
Monroe LA 2010,2010,Metropolitan Statistical Area,176441,176502,176785,283,560,311,249,42,-8,34,0
Monroe MI 2010,2010,Metropolitan Statistical Area,152021,152021,151911,-110,396,354,42,16,-178,-162,10
Montgomery AL 2010,2010,Metropolitan Statistical Area,374536,374529,375208,679,1220,815,405,156,114,270,4
Morgantown WV 2010,2010,Metropolitan Statistical Area,129709,129709,130328,619,296,166,130,63,399,462,27
Morristown TN 2010,2010,Metropolitan Statistical Area,113951,114111,114217,106,357,313,44,11,62,73,-11
Mount Vernon-Anacortes WA 2010,2010,Metropolitan Statistical Area,116901,116901,116967,66,340,299,41,26,9,35,-10
Muncie IN 2010,2010,Metropolitan Statistical Area,117671,117671,117672,1,303,264,39,32,-66,-34,-4
Muskegon MI 2010,2010,Metropolitan Statistical Area,172188,172188,171916,-272,544,395,149,12,-460,-448,27
Myrtle Beach-Conway-North Myrtle Beach SC-NC 2010,2010,Metropolitan Statistical Area,376722,376722,378644,1922,1017,827,190,106,1570,1676,56
Napa CA 2010,2010,Metropolitan Statistical Area,136484,136530,136829,299,398,312,86,80,138,218,-5
Naples-Immokalee-Marco Island FL 2010,2010,Metropolitan Statistical Area,321520,321520,322710,1190,813,748,65,480,730,1210,-85
Nashville-Davidson--Murfreesboro--Franklin TN 2010,2010,Metropolitan Statistical Area,1670890,1670900,1675913,5013,5610,2998,2612,813,1557,2370,31
New Bern NC 2010,2010,Metropolitan Statistical Area,126802,126802,127105,303,438,303,135,137,36,173,-5
New Haven-Milford CT 2010,2010,Metropolitan Statistical Area,862477,862474,863367,893,2247,1712,535,686,-243,443,-85
New Orleans-Metairie LA 2010,2010,Metropolitan Statistical Area,1189866,1189863,1195794,5931,3771,2343,1428,770,3485,4255,248
New York-Newark-Jersey City NY-NJ-PA 2010,2010,Metropolitan Statistical Area,19567410,19566440,19599534,33094,62552,33030,29522,30436,-25933,4503,-931
Dutchess County-Putnam County NY 2010,2010,Metropolitan Division,397198,397198,397462,264,939,746,193,250,-165,85,-14
Nassau County-Suffolk County NY 2010,2010,Metropolitan Division,2832882,2833056,2836244,3188,7530,5312,2218,1992,-853,1139,-169
Newark NJ-PA 2010,2010,Metropolitan Division,2471171,2469792,2472739,2947,7121,4381,2740,3124,-2866,258,-51
New York-Jersey City-White Plains NY-NJ 2010,2010,Metropolitan Division,13866159,13866394,13893089,26695,46962,22591,24371,25070,-22049,3021,-697
Niles-Benton Harbor MI 2010,2010,Metropolitan Statistical Area,156813,156817,156803,-14,497,427,70,65,-146,-81,-3
North Port-Sarasota-Bradenton FL 2010,2010,Metropolitan Statistical Area,702281,702270,703462,1192,1571,2036,-465,353,1314,1667,-10
Norwich-New London CT 2010,2010,Metropolitan Statistical Area,274055,274046,274102,56,703,545,158,321,-434,-113,11
Ocala FL 2010,2010,Metropolitan Statistical Area,331298,331303,331527,224,868,996,-128,131,235,366,-14
Ocean City NJ 2010,2010,Metropolitan Statistical Area,97265,97265,97278,13,240,349,-109,52,78,130,-8
Odessa TX 2010,2010,Metropolitan Statistical Area,137130,137133,137098,-35,598,214,384,-13,-415,-428,9
Ogden-Clearfield UT 2010,2010,Metropolitan Statistical Area,597159,597159,599569,2410,2693,825,1868,165,385,550,-8
Oklahoma City OK 2010,2010,Metropolitan Statistical Area,1252987,1252992,1257888,4896,4715,2557,2158,572,2116,2688,50
Olympia-Tumwater WA 2010,2010,Metropolitan Statistical Area,252264,252264,253046,782,745,477,268,160,357,517,-3
Omaha-Council Bluffs NE-IA 2010,2010,Metropolitan Statistical Area,865350,865350,868113,2763,3280,1526,1754,421,589,1010,-1
Orlando-Kissimmee-Sanford FL 2010,2010,Metropolitan Statistical Area,2134411,2134406,2139686,5280,6497,3581,2916,2912,-580,2332,32
Oshkosh-Neenah WI 2010,2010,Metropolitan Statistical Area,166994,166994,167004,10,451,363,88,20,-89,-69,-9
Owensboro KY 2010,2010,Metropolitan Statistical Area,114752,114755,114791,36,377,331,46,2,-5,-3,-7
Oxnard-Thousand Oaks-Ventura CA 2010,2010,Metropolitan Statistical Area,823318,823420,825353,1933,2804,1268,1536,312,102,414,-17
Palm Bay-Melbourne-Titusville FL 2010,2010,Metropolitan Statistical Area,543376,543378,544029,651,1230,1360,-130,253,518,771,10
Panama City FL 2010,2010,Metropolitan Statistical Area,184715,184715,185111,396,597,423,174,95,117,212,10
Parkersburg-Vienna WV 2010,2010,Metropolitan Statistical Area,92673,92673,92715,42,240,300,-60,0,112,112,-10
Pensacola-Ferry Pass-Brent FL 2010,2010,Metropolitan Statistical Area,448991,448991,450980,1989,1331,1034,297,334,1268,1602,90
Peoria IL 2010,2010,Metropolitan Statistical Area,379186,379186,378954,-232,1188,838,350,93,-680,-587,5
Philadelphia-Camden-Wilmington PA-NJ-DE-MD 2010,2010,Metropolitan Statistical Area,5965343,5965368,5971276,5908,18312,12716,5596,3807,-3331,476,-164
Camden NJ 2010,2010,Metropolitan Division,1250679,1250694,1251406,712,3599,2558,1041,664,-998,-334,5
Montgomery County-Bucks County-Chester County PA 2010,2010,Metropolitan Division,1924009,1924274,1926275,2001,5089,3860,1229,854,-42,812,-40
Philadelphia PA 2010,2010,Metropolitan Division,2084985,2084732,2087570,2838,7454,4837,2617,1929,-1585,344,-123
Wilmington DE-MD-NJ 2010,2010,Metropolitan Division,705670,705668,706025,357,2170,1461,709,360,-706,-346,-6
Phoenix-Mesa-Scottsdale AZ 2010,2010,Metropolitan Statistical Area,4192887,4193127,4209347,16220,15202,6948,8254,1645,5918,7563,403
Pine Bluff AR 2010,2010,Metropolitan Statistical Area,100258,100258,100076,-182,301,277,24,1,-214,-213,7
Pittsburgh PA 2010,2010,Metropolitan Statistical Area,2356285,2356285,2356678,393,5757,6137,-380,622,334,956,-183
Pittsfield MA 2010,2010,Metropolitan Statistical Area,131219,131272,131310,38,299,290,9,35,9,44,-15
Pocatello ID 2010,2010,Metropolitan Statistical Area,82839,82839,83000,161,332,117,215,13,-67,-54,0
Portland-South Portland ME 2010,2010,Metropolitan Statistical Area,514098,514100,513807,-293,1247,1019,228,142,-684,-542,21
Portland-Vancouver-Hillsboro OR-WA 2010,2010,Metropolitan Statistical Area,2226009,2226011,2232079,6068,6799,3683,3116,1081,1900,2981,-29
Port St. Lucie FL 2010,2010,Metropolitan Statistical Area,424107,424107,425246,1139,1025,1071,-46,252,930,1182,3
Prescott AZ 2010,2010,Metropolitan Statistical Area,211033,211015,210517,-498,477,641,-164,32,-349,-317,-17
Providence-Warwick RI-MA 2010,2010,Metropolitan Statistical Area,1600852,1601216,1602154,938,4136,3427,709,961,-759,202,27
Provo-Orem UT 2010,2010,Metropolitan Statistical Area,526810,526810,529830,3020,2957,473,2484,145,380,525,11
Pueblo CO 2010,2010,Metropolitan Statistical Area,159063,159063,159536,473,526,418,108,15,335,350,15
Punta Gorda FL 2010,2010,Metropolitan Statistical Area,159978,159989,159927,-62,242,584,-342,59,254,313,-33
Racine WI 2010,2010,Metropolitan Statistical Area,195408,195428,195446,18,612,456,156,30,-172,-142,4
Raleigh NC 2010,2010,Metropolitan Statistical Area,1130490,1130490,1137346,6856,3933,1460,2473,809,3414,4223,160
Rapid City SD 2010,2010,Metropolitan Statistical Area,134598,134609,135052,443,490,269,221,52,180,232,-10
Reading PA 2010,2010,Metropolitan Statistical Area,411442,411587,411905,318,1126,842,284,227,-169,58,-24
Redding CA 2010,2010,Metropolitan Statistical Area,177223,177223,177286,63,504,464,40,43,-10,33,-10
Reno NV 2010,2010,Metropolitan Statistical Area,425417,425437,426032,595,1330,919,411,126,92,218,-34
Richmond VA 2010,2010,Metropolitan Statistical Area,1208101,1208080,1210063,1983,3642,2420,1222,876,-33,843,-82
Riverside-San Bernardino-Ontario CA 2010,2010,Metropolitan Statistical Area,4224851,4224972,4244242,19270,15119,6439,8680,1256,8972,10228,362
Roanoke VA 2010,2010,Metropolitan Statistical Area,308707,308693,308781,88,895,810,85,165,-162,3,0
Rochester MN 2010,2010,Metropolitan Statistical Area,206877,206877,207140,263,719,300,419,143,-297,-154,-2
Rochester NY 2010,2010,Metropolitan Statistical Area,1079671,1079692,1080082,390,2868,2319,549,517,-658,-141,-18
Rockford IL 2010,2010,Metropolitan Statistical Area,349431,349431,349295,-136,1110,626,484,80,-719,-639,19
Rocky Mount NC 2010,2010,Metropolitan Statistical Area,152392,152388,152484,96,505,374,131,20,-37,-17,-18
Rome GA 2010,2010,Metropolitan Statistical Area,96317,96317,96393,76,304,202,102,29,-44,-15,-11
Sacramento--Roseville--Arden-Arcade CA 2010,2010,Metropolitan Statistical Area,2149127,2149143,2154382,5239,6833,3721,3112,1310,905,2215,-88
Saginaw MI 2010,2010,Metropolitan Statistical Area,200169,200169,199882,-287,557,546,11,38,-354,-316,18
St. Cloud MN 2010,2010,Metropolitan Statistical Area,189093,189093,189188,95,608,321,287,54,-253,-199,7
St. George UT 2010,2010,Metropolitan Statistical Area,138115,138115,138406,291,590,298,292,16,10,26,-27
St. Joseph MO-KS 2010,2010,Metropolitan Statistical Area,127329,127329,127278,-51,433,295,138,35,-224,-189,0
St. Louis MO-IL 2010,2010,Metropolitan Statistical Area,2787701,2787747,2789886,2139,8550,5736,2814,921,-1524,-603,-72
Salem OR 2010,2010,Metropolitan Statistical Area,390738,390738,391487,749,1383,811,572,66,125,191,-14
Salinas CA 2010,2010,Metropolitan Statistical Area,415057,415057,416364,1307,1634,521,1113,200,20,220,-26
Salisbury MD-DE 2010,2010,Metropolitan Statistical Area,373802,373769,374762,993,1057,842,215,231,531,762,16
Salt Lake City UT 2010,2010,Metropolitan Statistical Area,1087873,1087873,1091432,3559,4720,1516,3204,536,-156,380,-25
San Angelo TX 2010,2010,Metropolitan Statistical Area,111823,111823,112283,460,405,204,201,62,189,251,8
San Antonio-New Braunfels TX 2010,2010,Metropolitan Statistical Area,2142508,2142518,2153255,10737,7519,3532,3987,943,5533,6476,274
San Diego-Carlsbad CA 2010,2010,Metropolitan Statistical Area,3095313,3095308,3104543,9235,10949,4678,6271,3130,-114,3016,-52
San Francisco-Oakland-Hayward CA 2010,2010,Metropolitan Statistical Area,4335391,4335560,4345179,9619,12738,6738,6000,5490,-1864,3626,-7
Oakland-Hayward-Berkeley CA 2010,2010,Metropolitan Division,2559296,2559458,2566519,7061,7751,3880,3871,2943,177,3120,70
San Francisco-Redwood City-South San Francisco CA 2010,2010,Metropolitan Division,1523686,1523693,1525776,2083,4415,2383,2032,2366,-2240,126,-75
San Rafael CA 2010,2010,Metropolitan Division,252409,252409,252884,475,572,475,97,181,199,380,-2
San Jose-Sunnyvale-Santa Clara CA 2010,2010,Metropolitan Statistical Area,1836911,1836941,1842462,5521,6151,2207,3944,3395,-1866,1529,48
San Luis Obispo-Paso Robles-Arroyo Grande CA 2010,2010,Metropolitan Statistical Area,269637,269593,269860,267,666,515,151,36,99,135,-19
Santa Cruz-Watsonville CA 2010,2010,Metropolitan Statistical Area,262382,262362,263213,851,763,437,326,47,446,493,32
Santa Fe NM 2010,2010,Metropolitan Statistical Area,144170,144171,144503,332,392,215,177,91,65,156,-1
Santa Maria-Santa Barbara CA 2010,2010,Metropolitan Statistical Area,423895,423939,424331,392,1473,764,709,256,-602,-346,29
Santa Rosa CA 2010,2010,Metropolitan Statistical Area,483878,483880,484666,786,1305,948,357,103,341,444,-15
Savannah GA 2010,2010,Metropolitan Statistical Area,347611,347621,348843,1222,1211,587,624,201,387,588,10
Scranton--Wilkes-Barre--Hazleton PA 2010,2010,Metropolitan Statistical Area,563631,563630,563655,25,1407,1587,-180,247,16,263,-58
Seattle-Tacoma-Bellevue WA 2010,2010,Metropolitan Statistical Area,3439809,3439815,3448234,8419,10992,5167,5825,3539,-911,2628,-34
Seattle-Bellevue-Everett WA 2010,2010,Metropolitan Division,2644584,2644586,2652786,8200,8286,3814,4472,3058,776,3834,-106
Tacoma-Lakewood WA 2010,2010,Metropolitan Division,795225,795229,795448,219,2706,1353,1353,481,-1687,-1206,72
Sebastian-Vero Beach FL 2010,2010,Metropolitan Statistical Area,138028,138028,138235,207,319,408,-89,45,250,295,1
Sebring FL 2010,2010,Metropolitan Statistical Area,98786,98786,98703,-83,257,414,-157,32,51,83,-9
Sheboygan WI 2010,2010,Metropolitan Statistical Area,115507,115507,115418,-89,312,226,86,25,-195,-170,-5
Sherman-Denison TX 2010,2010,Metropolitan Statistical Area,120877,120877,121086,209,372,292,80,28,103,131,-2
Shreveport-Bossier City LA 2010,2010,Metropolitan Statistical Area,439811,439811,441161,1350,1549,1006,543,142,645,787,20
Sierra Vista-Douglas AZ 2010,2010,Metropolitan Statistical Area,131346,131357,131868,511,455,265,190,116,199,315,6
Sioux City IA-NE-SD 2010,2010,Metropolitan Statistical Area,168563,168563,168793,230,627,406,221,56,-44,12,-3
Sioux Falls SD 2010,2010,Metropolitan Statistical Area,228261,228264,229099,835,915,466,449,141,254,395,-9
South Bend-Mishawaka IN-MI 2010,2010,Metropolitan Statistical Area,319224,319215,318981,-234,982,707,275,106,-611,-505,-4
Spartanburg SC 2010,2010,Metropolitan Statistical Area,313268,313268,313676,408,976,650,326,61,32,93,-11
Spokane-Spokane Valley WA 2010,2010,Metropolitan Statistical Area,527753,527753,528493,740,1551,1093,458,180,138,318,-36
Springfield IL 2010,2010,Metropolitan Statistical Area,210170,210170,210526,356,691,540,151,35,168,203,2
Springfield MA 2010,2010,Metropolitan Statistical Area,621570,621705,623426,1721,1626,1338,288,600,783,1383,50
Springfield MO 2010,2010,Metropolitan Statistical Area,436712,436712,437444,732,1426,992,434,64,240,304,-6
Springfield OH 2010,2010,Metropolitan Statistical Area,138333,138333,138227,-106,419,376,43,12,-156,-144,-5
State College PA 2010,2010,Metropolitan Statistical Area,153990,153981,154182,201,323,216,107,171,-76,95,-1
Staunton-Waynesboro VA 2010,2010,Metropolitan Statistical Area,118502,118502,118378,-124,326,353,-27,12,-72,-60,-37
Stockton-Lodi CA 2010,2010,Metropolitan Statistical Area,685306,685308,687513,2205,2635,1091,1544,309,380,689,-28
Sumter SC 2010,2010,Metropolitan Statistical Area,107456,107463,107581,118,375,192,183,59,-120,-61,-4
Syracuse NY 2010,2010,Metropolitan Statistical Area,662577,662578,662976,398,1863,1265,598,355,-509,-154,-46
Tallahassee FL 2010,2010,Metropolitan Statistical Area,367413,368770,369475,705,1103,510,593,178,-58,120,-8
Tampa-St. Petersburg-Clearwater FL 2010,2010,Metropolitan Statistical Area,2783243,2783514,2789334,5820,7837,6689,1148,2112,2533,4645,27
Terre Haute IN 2010,2010,Metropolitan Statistical Area,172425,172422,172314,-108,504,561,-57,44,-91,-47,-4
Texarkana TX-AR 2010,2010,Metropolitan Statistical Area,149198,149195,149315,120,471,415,56,13,55,68,-4
The Villages FL 2010,2010,Metropolitan Statistical Area,93420,93420,94287,867,110,282,-172,2,1090,1092,-53
Toledo OH 2010,2010,Metropolitan Statistical Area,610001,610001,610201,200,1981,1363,618,160,-635,-475,57
Topeka KS 2010,2010,Metropolitan Statistical Area,233870,233868,234209,341,751,477,274,31,60,91,-24
Trenton NJ 2010,2010,Metropolitan Statistical Area,366513,367508,368043,535,1142,721,421,567,-464,103,11
Tucson AZ 2010,2010,Metropolitan Statistical Area,980263,980263,981935,1672,3135,1998,1137,380,275,655,-120
Tulsa OK 2010,2010,Metropolitan Statistical Area,937478,937528,939858,2330,3315,2092,1223,230,917,1147,-40
Tuscaloosa AL 2010,2010,Metropolitan Statistical Area,230162,230159,230489,330,732,380,352,71,-79,-8,-14
Tyler TX 2010,2010,Metropolitan Statistical Area,209714,209714,210455,741,720,432,288,47,405,452,1
Urban Honolulu HI 2010,2010,Metropolitan Statistical Area,953207,953207,956336,3129,3349,1753,1596,1601,-62,1539,-6
Utica-Rome NY 2010,2010,Metropolitan Statistical Area,299397,299382,299301,-81,817,818,-1,161,-229,-68,-12
Valdosta GA 2010,2010,Metropolitan Statistical Area,139588,139665,140104,439,529,342,187,61,170,231,21
Vallejo-Fairfield CA 2010,2010,Metropolitan Statistical Area,413344,413344,414101,757,1241,637,604,329,-154,175,-22
Victoria TX 2010,2010,Metropolitan Statistical Area,94003,94003,94070,67,324,167,157,26,-106,-80,-10
Vineland-Bridgeton NJ 2010,2010,Metropolitan Statistical Area,156898,156898,157200,302,613,375,238,91,-24,67,-3
Virginia Beach-Norfolk-Newport News VA-NC 2010,2010,Metropolitan Statistical Area,1676822,1676817,1680110,3293,5747,3091,2656,1511,-950,561,76
Visalia-Porterville CA 2010,2010,Metropolitan Statistical Area,442179,442182,443292,1110,2080,642,1438,-19,-313,-332,4
Waco TX 2010,2010,Metropolitan Statistical Area,252772,252772,253837,1065,920,431,489,52,502,554,22
Walla Walla WA 2010,2010,Metropolitan Statistical Area,62859,62859,63029,170,167,142,25,23,127,150,-5
Warner Robins GA 2010,2010,Metropolitan Statistical Area,179605,179605,180412,807,604,297,307,91,391,482,18
Washington-Arlington-Alexandria DC-VA-MD-WV 2010,2010,Metropolitan Statistical Area,5636232,5636406,5665931,29525,19585,7695,11890,9132,8130,17262,373
Silver Spring-Frederick-Rockville MD 2010,2010,Metropolitan Division,1205162,1205191,1210106,4915,3884,1852,2032,2232,659,2891,-8
Washington-Arlington-Alexandria DC-VA-MD-WV 2010,2010,Metropolitan Division,4431070,4431215,4455825,24610,15701,5843,9858,6900,7471,14371,381
Waterloo-Cedar Falls IA 2010,2010,Metropolitan Statistical Area,167819,167819,167888,69,495,407,88,27,-34,-7,-12
Watertown-Fort Drum NY 2010,2010,Metropolitan Statistical Area,116229,116229,116595,366,513,244,269,159,-39,120,-23
